typologie,adresse,arrondissement,nom_enseigne,nom_societe,siret,longueur,largeur,periode_installation,lien_affichette,geo_shape,geo_point_2d,latitude,longitude
ETALAGE,29 RUE DES BELLES FEUILLES,75116,MENAGE SERVICE S A R L,,54205100000000.0,6.0,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXajj4r8QNgz5dkNV-tkIJDzxIzZtMXthqOUVtxdlRz8DGNFjD5CbgQ%3d&p=chMOZL_3S4XCLyMR07QRAPUyghbad7Pk7C98eKta1uBRO4mHzhHI01JZfcjMjWZDDE5EnRd-x4U%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.281849791828376, 48.86695716676262], 'type': 'Point'}, 'properties': {}}","{'lon': 2.281849791828376, 'lat': 48.86695716676262}",48.86695716676262,2.281849791828376
CONTRE-ÉTALAGE,32 RUE DE LEVIS,75017,ETABLISSEMENTS NICOLAS,,54206600000000.0,4.0,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRecxWN7p9E4807UK884Sb5lp9iSW8110oR_ZJPNrHNZuRPivfQDLE4%3d&p=chMOZL_3S4USq6MyjhRwKkYM_NkEvixQfWB2WAqMqRXVLBH3dfSkIpevgX1rjERfHhTyHMugPcU%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3148457814488848, 48.88282622279524], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3148457814488848, 'lat': 48.88282622279524}",48.88282622279524,2.3148457814488848
TERRASSE OUVERTE,42BIS RUE DE RIVOLI,75004,LOW RIDER CAFE,,54209300000000.0,4.93,6.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQrtYbNJ_vyF-I3a9WTIu9A6_MQTGGDcan1yc43EWZTH4iYOeGHpBkM%3d&p=chMOZL_3S4VhpAHpAPoNMGpxJqDzRNTMU_MJetVIxJesbgw5F1_h4FtxQIgmjs6BWnETTqiEQ0g%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3556766899377224, 48.85662025277506], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3556766899377224, 'lat': 48.85662025277506}",48.85662025277506,2.3556766899377224
ETALAGE,3 PLACE DE LEVIS,75017,SOC GEN ALIMENTATION ROGER LECOEUR & CIE,,55205700000000.0,11.6,4.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZV7vJrTt2QXoOGiMa2qCN1KLQniOyDAO96eLM0cBHvyfcSvvtJwvFY%3d&p=chMOZL_3S4USq6MyjhRwKpzrJQbRw_Mz3-w_0q2_NytxS5jpbgPD9wepLk38gKlw_OG-QzonpfY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.313741534649499, 48.883574136771486], 'type': 'Point'}, 'properties': {}}","{'lon': 2.313741534649499, 'lat': 48.883574136771486}",48.883574136771486,2.313741534649499
ETALAGE,165 RUE DE BELLEVILLE,75019,SOCIETE GENERALE,,55212000000000.0,4.6,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQoKAR3NLSeac2UzSZFRVB8_BccLoeKMiVd4NZTWEQ44pei-lYx9XPo%3d&p=chMOZL_3S4XCLyMR07QRAG60rTahV3D9rZef-D1YHpIF2qGXMZmfVuSPE090zNlv1erRqysoVfA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.391766453430996, 48.87552937308563], 'type': 'Point'}, 'properties': {}}","{'lon': 2.391766453430996, 'lat': 48.87552937308563}",48.87552937308563,2.391766453430996
TERRASSE OUVERTE,38 RUE DE MONTPENSIER,75001,THEATRE DU PALAIS ROYAL,,55214500000000.0,10.0,0.76,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgctvcpZ3x15DwK6doAhC15-pZ_j9AudH6RVQT_FQsd-MZaVetfvgsck%3d&p=chMOZL_3S4UGFsyyUE04CiwbFbsuDJ3h7NUES3L7niNLBMcx9LpPNQRgaMNJ-1MfWZ08-YX3Lh8%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3374957837704464, 48.8660710324421], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3374957837704464, 'lat': 48.8660710324421}",48.8660710324421,2.3374957837704464
ETALAGE,17 BOULEVARD RASPAIL,75007,LAFONT ET FILS,,56203400000000.0,0.6,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgctvcpZ3x15D7FCvHyR6LwxhwOuDpCDS_yDnFhqm43ev1tLj13uQEKw%3d&p=chMOZL_3S4UGFsyyUE04CiX-GjA2siQGBkCOABCH_XzB2WIq_cEc09URU5BmUrQele6FaAmiCDw%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.326344621692441, 48.85392196813216], 'type': 'Point'}, 'properties': {}}","{'lon': 2.326344621692441, 'lat': 48.85392196813216}",48.85392196813216,2.326344621692441
ETALAGE,147 RUE D ALESIA,75014,ZOE PHOTO,,56210000000000.0,2.4,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgen7weCSTeuXxwyPPeHJfgEW7Hv-JWDN3zO4cIvYvuI-8Yh82XObm6g%3d&p=chMOZL_3S4UGFsyyUE04Cu5njN6dgaZbRsYfZ2wVYhG4j83f_MX4mSNv4FmwToL_PPsswfhTLKw%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.320470132013226, 48.82998956948696], 'type': 'Point'}, 'properties': {}}","{'lon': 2.320470132013226, 'lat': 48.82998956948696}",48.82998956948696,2.320470132013226
ETALAGE,36 BOULEVARD RICHARD LENOIR,75011,SOC MERIDIONAL HOTEL,,57202700000000.0,6.0,0.7,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQoKAR3NLSeaWe7fvuocv0y8IRtOVmJB1kHMMLa6qGQWFT4lF9uaGTw%3d&p=chMOZL_3S4XCLyMR07QRAC4eSvV4eJCt73lZoOkVm3SD5CxrS8FtV4wVSnptMWg5iMWt7aDT2QM%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3714164921996153, 48.85726574466395], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3714164921996153, 'lat': 48.85726574466395}",48.85726574466395,2.3714164921996153
TERRASSE FERMÉE,2 RUE CHANEZ,75016,CHRISTAL,,57203700000000.0,14.45,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQoKAR3NLSeaT_u6KlPuhsAiuI_CPSjrKr1z0cLHG-c2HIbVJblkaIw%3d&p=chMOZL_3S4XCLyMR07QRAE3FuhGAYFRj9HIfIL2V7iEZkHT1fkJWRlfEueK3qLqBxTI2A-Z78BY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.259978256461284, 48.84779750630189], 'type': 'Point'}, 'properties': {}}","{'lon': 2.259978256461284, 'lat': 48.84779750630189}",48.84779750630189,2.259978256461284
ETALAGE,126 RUE DU FAUBOURG SAINT HONORE,75008,SOC H PICARD ET FILS LIBRAIR81,,57203800000000.0,1.8,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgctvcpZ3x15DvceV22_Ey4706CpjrQq5Q2Y8dC5zK77XNIBDk12heJk%3d&p=chMOZL_3S4UGFsyyUE04CngbUuuBjEuj0xxvospoEMPyBC_SH0r_h4jgdoC-w48WIzdDJE4YOms%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.312829627434007, 48.87224940222517], 'type': 'Point'}, 'properties': {}}","{'lon': 2.312829627434007, 'lat': 48.87224940222517}",48.87224940222517,2.312829627434007
TERRASSE OUVERTE,8 AVENUE DU TRONE,75012,SAS CAFE MARCO POLO,,58201000000000.0,12.7,2.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgctvcpZ3x15DV_SaWqbI20EUDgh4fiXjUblShknrwwNG6pJJzB0noCg%3d&p=chMOZL_3S4UGFsyyUE04ChbEtp3xbxe0U08kbBveouV08ZIm7t8Z95aZNiMbGo_mrf30hs-yuBg%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3981192173883854, 48.84781615558005], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3981192173883854, 'lat': 48.84781615558005}",48.84781615558005,2.3981192173883854
TERRASSE OUVERTE,12 RUE DU CAIRE,75002,SELECT,,58206700000000.0,0.33,0.75,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbDaVafl-BVtMBdXna9CP5tKSJnkvQ6k2s5SEbM6PegDBVbbIXQvtsY%3d&p=chMOZL_3S4UGFsyyUE04Cn3Tb2RxJeBRjtzZO3f7GrdvP-JeUXVJ0eAZdnxp2mYnlU0LNfu0Ty0%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.351664903335877, 48.867378451125795], 'type': 'Point'}, 'properties': {}}","{'lon': 2.351664903335877, 'lat': 48.867378451125795}",48.867378451125795,2.351664903335877
ETALAGE,37 RUE DE BERNE,75008,BERNE SAINT LAZARE,,58210000000000.0,0.6,0.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQoKAR3NLSeaGz6AmrnwLcWVci4NxobuCugUIjoFdGLMxqj9jnHwfkw%3d&p=chMOZL_3S4XCLyMR07QRAOZseQF7FeUqd0iCg1KinPwK6g89EHVquqhHGz126opGwrv_A1WbArQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.322182087223407, 48.881914420815576], 'type': 'Point'}, 'properties': {}}","{'lon': 2.322182087223407, 'lat': 48.881914420815576}",48.881914420815576,2.322182087223407
COMMERCE ACCESSOIRE,108 BOULEVARD DU MONTPARNASSE,75014,SOCIETE LE DOME,,58211400000000.0,2.2,2.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQoKAR3NLSeaJvK7xCn0fq3JeC2HmRDzc6l6-VJyjvNEyN40OvVKVkM%3d&p=chMOZL_3S4XCLyMR07QRAJrtLNnUVejqbuFnNs6iK8RnFdOEOgPqyCmKUf0549jQ26iNibIabfA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.329162616766964, 48.84191887861097], 'type': 'Point'}, 'properties': {}}","{'lon': 2.329162616766964, 'lat': 48.84191887861097}",48.84191887861097,2.329162616766964
TERRASSE OUVERTE,108 BOULEVARD DU MONTPARNASSE,75014,SOCIETE LE DOME,,58211400000000.0,3.7,2.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQoKAR3NLSeaJvK7xCn0fq3JeC2HmRDzc6l6-VJyjvNEyN40OvVKVkM%3d&p=chMOZL_3S4XCLyMR07QRAJrtLNnUVejqbuFnNs6iK8RnFdOEOgPqyCmKUf0549jQ26iNibIabfA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.329162841324603, 48.841922604141615], 'type': 'Point'}, 'properties': {}}","{'lon': 2.329162841324603, 'lat': 48.841922604141615}",48.841922604141615,2.329162841324603
TERRASSE OUVERTE,77 RUE RAMBUTEAU,75002,STARBUCKS COFFEE,,44533000000000.0,16.5,3.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXZ_KiXLZq8fOucaQUR-3e8zChsDMsy_1Ar7WHbF4xY0fGlVINxLo-o%3d&p=chMOZL_3S4Vd7FEjAQ0taIx5N-lPVD8LXiC-QmKzZYjlKkg_P0RQvdF1HVH2Q0FDbsYzu3WX2ck%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3495269095586937, 48.862086871928085], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3495269095586937, 'lat': 48.862086871928085}",48.862086871928085,2.3495269095586937
TERRASSE OUVERTE,39 RUE VASCO DE GAMA,75015,AU DERRICK CATALAN,,62205700000000.0,4.3,1.3,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbDaVafl-BVtyDRzX1N7CQuy150ed0XVGaSOd-SJUzbrI2YEiKBPc3o%3d&p=chMOZL_3S4UGFsyyUE04CjDEGrT0c6U3hyVOFgWTh3ZmG6VEzVIpSX4Iot62Yj_6s3hrvIb1qR0%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.283641139869675, 48.83697759960504], 'type': 'Point'}, 'properties': {}}","{'lon': 2.283641139869675, 'lat': 48.83697759960504}",48.83697759960504,2.283641139869675
ETALAGE,19 RUE DU MONT CENIS,75018,BRETONNIERE GERARD,,65112300000000.0,8.6,0.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbDaVafl-BVtYr5XBOraGtS_no9Wx-X78x6Ws4jBdhseSU_4r-4LUow%3d&p=chMOZL_3S4UGFsyyUE04Csy9iwuEW_F_GBRFC2NaJbjfXvOd8KQjhZ1HaZgKy1Cirdb6RMm_g1I%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3414617462250193, 48.887481551811454], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3414617462250193, 'lat': 48.887481551811454}",48.887481551811454,2.3414617462250193
ETALAGE,206 RUE DU FAUBOURG SAINT MARTIN,75010,BOLINE,,67200800000000.0,3.75,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQoKAR3NLSeaIzPb289jIEbab3W0yENW5DjBWZtOH6mQ7cmVL5KcRpc%3d&p=chMOZL_3S4XCLyMR07QRAHenCeexGcdrsBS_sovWoCC0IDtvqmXfP0NI7biZXKn40YPghHTIW20%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3634396443434627, 48.879537741552774], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3634396443434627, 'lat': 48.879537741552774}",48.879537741552774,2.3634396443434627
TERRASSE OUVERTE,19 RUE DE MALTE,75011,LAC MICHEL,,68109000000000.0,8.3,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQoKAR3NLSeaefuZUAYKVRVoZ_skyTxPnx-4dy6SId7t7e4caumbMi4%3d&p=chMOZL_3S4XCLyMR07QRADW31SH223CTeaEq6_4S0NogMdxhTBRXJRvXqCPl8foR2YrQ-ljKsvo%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.368555721804779, 48.864459411483516], 'type': 'Point'}, 'properties': {}}","{'lon': 2.368555721804779, 'lat': 48.864459411483516}",48.864459411483516,2.368555721804779
TERRASSE FERMÉE,99 RUE SAINT LAZARE,75009,LE FAUCIGNY,,68204200000000.0,9.23,1.27,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbDaVafl-BVt9qR7wvdBxJUpli1yWVzbl69pNw7gsEN_NlMYKzCvG8o%3d&p=chMOZL_3S4UGFsyyUE04ClKZ_2Cwk2RXKL91qFAoGxMAhQ272S3Dx0FZwuXyxfIS4XqOZ1MIAyk%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3283402760286487, 48.87567959526812], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3283402760286487, 'lat': 48.87567959526812}",48.87567959526812,2.3283402760286487
ETALAGE,133 RUE MOUFFETARD,75005,SOC ETABL COUSTOU COULEURS  S0,,69204900000000.0,3.0,1.1,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXajj4r8QNgz4lmlEzCakMe-1o3EL0eyR2QKm_be7-qFINjpyKQj9Ag%3d&p=chMOZL_3S4XCLyMR07QRAKq_rZcmc6HyHhW23VLIOBoFwvcJKto0baSrpXNZ7vy006j-HHVUXsI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.349814036478661, 48.83995631062502], 'type': 'Point'}, 'properties': {}}","{'lon': 2.349814036478661, 'lat': 48.83995631062502}",48.83995631062502,2.349814036478661
ETALAGE,78 RUE DU FAUBOUR DU TEMPLE,75011,BECIDAN SIMON,,70107700000000.0,2.3,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgctvcpZ3x15DybEklXN27nYcwjTrfDO23SPFLvIqopcJOrMn-9aM4wk%3d&p=chMOZL_3S4UGFsyyUE04CrSP5LNLBfTwr_nkta5ogOASEmZzHLjt0wPnm5S460mS9EzrPgxiGbc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3727045925380486, 48.87044533958776], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3727045925380486, 'lat': 48.87044533958776}",48.87044533958776,2.3727045925380486
TERRASSE OUVERTE,13 BOULEVARD SAINT MICHEL,75002,STARBUCKS COFFEE,,44533000000000.0,5.9,2.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgVuPGN2cyPW7C6QU6E8oUmm7xf6PFQT5dsXHYj4rIYW5BHCVb7wth7U%3d&p=chMOZL_3S4WzSj2VHhwG-6T0A2ZFXTGRDS-cOXfMjJtvpV9Gnhi2RiARYHUa0pgEqwd3i2fW1Ws%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.343627068167989, 48.85194934413571], 'type': 'Point'}, 'properties': {}}","{'lon': 2.343627068167989, 'lat': 48.85194934413571}",48.85194934413571,2.343627068167989
ETALAGE,13 RUE D ORSEL,75018,SOC DANY,,70203200000000.0,5.45,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbDaVafl-BVt0pxxB16GB2VlNs75XxNOL2KqfadcFjZumLAPmU86sJw%3d&p=chMOZL_3S4UGFsyyUE04Cu_ooLBhd2fx0yacqXgl_UNxjcOYX1neyDfbJdTF8FFOBYXWTwpZcSc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.345700624738475, 48.88408052689635], 'type': 'Point'}, 'properties': {}}","{'lon': 2.345700624738475, 'lat': 48.88408052689635}",48.88408052689635,2.345700624738475
TERRASSE FERMÉE,145 AVENUE DE VILLIERS,75017,MCDONALD'S FRANCE,,72200400000000.0,3.95,1.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgctvcpZ3x15DzvMA2EehLGZnibzuv_R-1oD3jgjma4iZnIFSiOq1iHM%3d&p=chMOZL_3S4UGFsyyUE04Cj0HPxH4zduwzUXpmY0xeBxd5DCeloytDOqK9F3s0hXXXxahm8lhgNQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.291984545072483, 48.88546845948468], 'type': 'Point'}, 'properties': {}}","{'lon': 2.291984545072483, 'lat': 48.88546845948468}",48.88546845948468,2.291984545072483
TERRASSE OUVERTE,88 RUE SAINT MARTIN,75004,LES CYCLADES,,72202400000000.0,1.9,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgctvcpZ3x15DRikM_DVoDRRk3Fc0mNNiXmrAkO3p2OCdI1R9Mbz7kAw%3d&p=chMOZL_3S4UGFsyyUE04CuQo8TMtl_XqXiOdLm4F8sy4RUSo5_JdMH-vJthhADc5Z0p25L7WFgk%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3506913991340945, 48.859667484548226], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3506913991340945, 'lat': 48.859667484548226}",48.859667484548226,2.3506913991340945
TERRASSE FERMÉE,105 BOULEVARD DE SEBASTOPOL,75002,LE CAPITOLE,,72204600000000.0,4.45,1.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbDaVafl-BVtJCEs5z7sxkQi40AW9Xg1CR1HCEYauvFWMkic8B9On50%3d&p=chMOZL_3S4UGFsyyUE04Ctyl5W2X74lLbpy52waFX57zp5exl2Wg65MzsZHJio4d2yFrYgbKMrY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.352392387344304, 48.86636833472702], 'type': 'Point'}, 'properties': {}}","{'lon': 2.352392387344304, 'lat': 48.86636833472702}",48.86636833472702,2.352392387344304
TERRASSE OUVERTE,50 RUE DE RIVOLI,75004,LE RELAIS DE L HOTEL DE VILLE,,72206600000000.0,6.15,0.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYgw3fGOduxaJfChcshNR9iFNn2qJGZAqM4LFcLO7JFvQHV7IW8f8MA%3d&p=chMOZL_3S4UGFsyyUE04Cphy4OV5HcSjlVHNNGj9hxZghkwzonGBuaZU9YDchglGr8jwORvX13E%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3540706078969245, 48.85699445663675], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3540706078969245, 'lat': 48.85699445663675}",48.85699445663675,2.3540706078969245
TERRASSE OUVERTE,20 RUE DU DRAGON,75008,MAD,,74998000000000.0,2.7,1.3,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgdGJY6M5LvEQVlx9kwyz7zd4-cNDngM5yLRyh3ES1mTeM61aLj_A_J0%3d&p=chMOZL_3S4USq6MyjhRwKhYGrog_6vjcPY8lRLlI9WoBMw-lT1PL8BD5uMPmNa4wmBRPyj_qr2M%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.330836568698666, 48.85330848337562], 'type': 'Point'}, 'properties': {}}","{'lon': 2.330836568698666, 'lat': 48.85330848337562}",48.85330848337562,2.330836568698666
ETALAGE,48 RUE DE MAUBEUGE,75009,ETERNELLE BEAUTE,,75041300000000.0,2.75,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbDaVafl-BVtDASXgHF9tfNQHWUd3tdEuWvket8f7ZuSKrbv3UPDsiM%3d&p=chMOZL_3S4UGFsyyUE04CqH6SDr2ocIa9k8mGoAhcD5-LzUMie77pKl2BW9whpA3hFED5Mt-BHs%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3454922898220953, 48.878411393005536], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3454922898220953, 'lat': 48.878411393005536}",48.878411393005536,2.3454922898220953
TERRASSE OUVERTE,6 RUE SAINT-DENIS,75001,TAO,,75058100000000.0,7.4,2.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYgw3fGOduxaJgmLFTO3zdo_hsh2aoRw_yhzOh3vh5YJHKK7dUDHt2k%3d&p=chMOZL_3S4UGFsyyUE04CldcZlI42no2ZxBG80tyXPgOCi4vbHyE8ToVLe_n8hnL5gW9dQ9vrLA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3475107810736056, 48.85836330435383], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3475107810736056, 'lat': 48.85836330435383}",48.85836330435383,2.3475107810736056
ETALAGE,160 RUE LA FAYETTE,75010,S.A.S. 2 HOTEL DES GARES ET DES VOYAGES,,75202900000000.0,4.37,0.75,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYgw3fGOduxapyfHOjy6I4tO4fJE7lIu2uPcvqy2U0giqKNZ83VuqGk%3d&p=chMOZL_3S4UGFsyyUE04Cr8dYA1LKl6vKysdClLptXyf9UhOrvg6qFSNqVOcYIt2cDCOmuAM7Es%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.357695813116843, 48.87939252188748], 'type': 'Point'}, 'properties': {}}","{'lon': 2.357695813116843, 'lat': 48.87939252188748}",48.87939252188748,2.357695813116843
TERRASSE OUVERTE,9 RUE HUYSMANS,75017,IKRA,,75209900000000.0,3.0,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYgw3fGOduxabza3Au_hR6bFlvRm0Pd44JLiwq7MrL_EtDF1xsHDM5A%3d&p=chMOZL_3S4UGFsyyUE04CqMEVCdl2k_gGZX_xEs2k_sOHWbQ0cQyOAvaGtJLormAspCYrriO3f8%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3287998407079176, 48.84558076359113], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3287998407079176, 'lat': 48.84558076359113}",48.84558076359113,2.3287998407079176
TERRASSE OUVERTE,119 BOULEVARD RASPAIL,75017,IKRA,,75209900000000.0,4.88,1.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYgw3fGOduxabza3Au_hR6bFlvRm0Pd44JLiwq7MrL_EtDF1xsHDM5A%3d&p=chMOZL_3S4UGFsyyUE04CqMEVCdl2k_gGZX_xEs2k_sOHWbQ0cQyOAvaGtJLormAspCYrriO3f8%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.328768341211055, 48.84555499280969], 'type': 'Point'}, 'properties': {}}","{'lon': 2.328768341211055, 'lat': 48.84555499280969}",48.84555499280969,2.328768341211055
ETALAGE,145 BOULEVARD RASPAIL,75006,ASSAS IMMOBILIER,,75219400000000.0,3.1,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXajj4r8QNgz-dH6Ch0WOxtP6VTRe5HHyiZsHbwXZt8QIzm_kw5x0RQ%3d&p=chMOZL_3S4XCLyMR07QRAH4LbrJB-mtCQuuXi3Yr4Eof7OVvr2qKapUc05SttyBVohoDbf7NjhI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.329688935959602, 48.84230281703854], 'type': 'Point'}, 'properties': {}}","{'lon': 2.329688935959602, 'lat': 48.84230281703854}",48.84230281703854,2.329688935959602
