typologie,adresse,arrondissement,nom_enseigne,nom_societe,siret,longueur,largeur,periode_installation,lien_affichette,geo_shape,geo_point_2d,latitude,longitude
TERRASSE FERMÉE,48 RUE DU CHERCHE MIDI,75006,PIZZA DI GIO,,75087300000000.0,3.92,0.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgULWuNqL_wc9eiuZFGgLc73hp98hgsszRjUuL5extskj9Vgw11R-NVw%3d&p=chMOZL_3S4Vd7FEjAQ0taBoVT6oNK8s-Hw1YyDiPkd8QpEB9ZtLKml8muneMr4fHg9d1Vb0r-tc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3260276377130027, 48.8493914927697], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3260276377130027, 'lat': 48.8493914927697}",48.8493914927697,2.3260276377130027
TERRASSE OUVERTE,7 BOULEVARD POISSONNIERE,75001,STARBUCKS COFFEE,,44533000000000.0,13.0,2.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgVuPGN2cyPW78HhuBfl7L5LRi5l73DlYWp3dfaGAF9bHnjgkXf5RYcc%3d&p=chMOZL_3S4WzSj2VHhwG-5Ibcx6Zwe9MD1BEv2DE2_jIIpYvrChowynstKA0J-rv8AM1b3w6r4Y%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3469422132809408, 48.870697587955966], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3469422132809408, 'lat': 48.870697587955966}",48.870697587955966,2.3469422132809408
TERRASSE OUVERTE,81 AVENUE GAMBETTA,75020,LE GAMBETTA,,43875700000000.0,2.1,2.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbKNE5l1N20lBYrdEWlbpHiKpvuroydxJYhqoJcBt7XxpWpefx5wFSI%3d&p=chMOZL_3S4Vbt23cdWa_ynyeMRsaxHf5ffkHl7KMDJhDPS4y43bLdTzYZM63Y2iX0UCMTLiSJzY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.398653241670116, 48.865282757037036], 'type': 'Point'}, 'properties': {}}","{'lon': 2.398653241670116, 'lat': 48.865282757037036}",48.865282757037036,2.398653241670116
TERRASSE OUVERTE,33 RUE DU ROCHER,75008,MADAME GUAN,,97767300000000.0,4.03,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZxjwC8ND0c8k9fQr8gg3AftilCYO6vXWT8iHw-KN2WeIl5_qxUBZoE%3d&p=chMOZL_3S4WBRSVjzjYbuXmPkKCHvOtD1rE2JOa6OMDPYLpNaRDEzx0ogqpxZJqcuDt0Xn8q97E%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.321055976256704, 48.87728349700623], 'type': 'Point'}, 'properties': {}}","{'lon': 2.321055976256704, 'lat': 48.87728349700623}",48.87728349700623,2.321055976256704
TERRASSE OUVERTE,195 RUE SAINT MAUR,75010,LES ACOLYTES,,90294400000000.0,3.6,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgevuRxZsN1AkzH311OYXezfWUGH1-I7iZJGPBpoGD0G6ZMTPkKv20Nk%3d&p=chMOZL_3S4WzSj2VHhwG--reuRiksvEjFLtSFMl_-u3V5dxqym3eOCs77k-hckPiVPZT7EVPd8Y%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3719745846222273, 48.87166786631116], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3719745846222273, 'lat': 48.87166786631116}",48.87166786631116,2.3719745846222273
TERRASSE OUVERTE,116 RUE DU FAUBOURG SAINT MARTIN,75010,PARISTANBUL,,90035100000000.0,3.0,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTGuhNi5sxBkU6-oHubwUwfnCEqc0Am7xKqJ3psOWlQUAgW9FhUJvt4%3d&p=chMOZL_3S4VhpAHpAPoNMGeUvpUjVJBnIrebR5clUWyP-3vjXtHDnO85Cn92Zgy0o6jrYOcIAH4%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3585738053828336, 48.874006860886126], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3585738053828336, 'lat': 48.874006860886126}",48.874006860886126,2.3585738053828336
TERRASSE FERMÉE,17 BOULEVARD MALESHERBES,75008,LE MALESHERBES,,50511600000000.0,6.45,2.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmge3IQBEFrHb_RanXeZVXp3UgsARNbX_watslAP4Np5rpDSrxz3UBS4o%3d&p=chMOZL_3S4Vd7FEjAQ0taCzAa8lr0PHcbKbGe4LaW9uXWx5Txv0bYVlv4vTNXQELQjDY6IWk7TU%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3217567309182447, 48.871842864471276], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3217567309182447, 'lat': 48.871842864471276}",48.871842864471276,2.3217567309182447
TERRASSE OUVERTE,35 AVENUE DES TERNES,75017,MONSIEUR  MADAME,,56213600000000.0,1.0,2.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRWmauLypLeRc2aTOnhSBJokwqEAI-WgGhb2KENpw5Q-dn4NFXXb0GU%3d&p=chMOZL_3S4U6_ClyaDcu1XxkUKSUClLFGlNWEw6tHbZ6ChbaQdLK1XzqJ9Z_wTSGHIn-8CncjY4%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2940009668179187, 48.8785404544337], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2940009668179187, 'lat': 48.8785404544337}",48.8785404544337,2.2940009668179187
TERRASSE OUVERTE,6 AVENUE GEORGE V,75008,LE BISTROT DE MARIUS,,31633100000000.0,10.44,2.7,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWiT-93SdZCltL4TL5onMbPvPEIqEm2SGE8YTZWuXBFxJMrhcg04vM4%3d&p=chMOZL_3S4Vd7FEjAQ0taOXC7gpQpl59327cYTwszyviM1sPdSResbs1GCoVwntSUsoAuUd2cLQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3016726822450395, 48.86545760072138], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3016726822450395, 'lat': 48.86545760072138}",48.86545760072138,2.3016726822450395
TERRASSE FERMÉE,7 AVENUE DE SUFFREN,75007,BAILLI,,32511300000000.0,7.6,1.65,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbgF-9s_2yDPtXJl5RhWIjQcEXnT9UMG3Cs8_bQqbGKbeyTOUY27WjA%3d&p=chMOZL_3S4WKDQ2J-0IW82UgcMaEgnVXyQcXYVelMnRDTfqLU2X7Mbj9RWJnkrn3bqWF9NIMxWk%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.292383501874035, 48.85676295153385], 'type': 'Point'}, 'properties': {}}","{'lon': 2.292383501874035, 'lat': 48.85676295153385}",48.85676295153385,2.292383501874035
TERRASSE FERMÉE,36 BD DE LA TOUR MAUBOURG,75007,LE RECRUTEMENT,,79867400000000.0,8.9,2.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZ7tpeSNM5uyqkIKnHTRGWYkl45lpi5THSzLDnP-xu5yo763H44BAQA%3d&p=chMOZL_3S4UGFsyyUE04CpJT10xpavkyNgru006Mb5H5SzxJvEaG9LRllqlgDdBtDcZX-yXACOQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3100182029741148, 48.86002625526162], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3100182029741148, 'lat': 48.86002625526162}",48.86002625526162,2.3100182029741148
TERRASSE OUVERTE,1 RUE DE CHAZELLES,75017,CHAZELLES CAFE,,78883700000000.0,1.3,0.7,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgUjl-U3gqn1YwP0YpDoL8ynSYQgRuJvl5KmP5Lh-8gIg6TK9BPO9ejw%3d&p=chMOZL_3S4Vd7FEjAQ0taJL6lks9RLaNHxz17TFkkP1dhd-z_pNwMQq9WKlgHAuAe0XgSUEGorE%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3035937048903397, 48.87960259967978], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3035937048903397, 'lat': 48.87960259967978}",48.87960259967978,2.3035937048903397
TERRASSE OUVERTE,79 AVENUE BOSQUET,75007,KOZY,,79341600000000.0,3.8,0.7,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTFS3zp6XwKhU5DVEBlxZVd7Y-NLauT74UvKA5R_mqy4eLkdGIfxAdo%3d&p=chMOZL_3S4WzSj2VHhwG-9_y_mZkW2Ofd_won9rsucJ0lZwhtgO-eClrs3mBYgNEz7N_a-PPd_M%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3053558365431552, 48.855457017425735], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3053558365431552, 'lat': 48.855457017425735}",48.855457017425735,2.3053558365431552
TERRASSE FERMÉE,253 BOULEVARD VOLTAIRE,75011,LES OGRES,,47995100000000.0,5.3,2.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmge3IQBEFrHb_Jl5n7rQe0dDMJ29ShAlx5U-CMjQN9SCu9EzsL-8VZGM%3d&p=chMOZL_3S4Vd7FEjAQ0taCmzChpfG1lGPzesSXVAv2Y4ZKHVsLzevrIiNfSe112suKlw0O-Lt9Y%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3930269134855293, 48.85033454939689], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3930269134855293, 'lat': 48.85033454939689}",48.85033454939689,2.3930269134855293
TERRASSE OUVERTE,253 BOULEVARD VOLTAIRE,75011,LES OGRES,,47995100000000.0,4.0,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmge3IQBEFrHb_Jl5n7rQe0dDMJ29ShAlx5U-CMjQN9SCu9EzsL-8VZGM%3d&p=chMOZL_3S4Vd7FEjAQ0taCmzChpfG1lGPzesSXVAv2Y4ZKHVsLzevrIiNfSe112suKlw0O-Lt9Y%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.392951271258792, 48.850386555620574], 'type': 'Point'}, 'properties': {}}","{'lon': 2.392951271258792, 'lat': 48.850386555620574}",48.850386555620574,2.392951271258792
TERRASSE OUVERTE,71 BOULEVARD SAINT MICHEL,75005,LE PETIT JOURNAL,,84104000000000.0,4.6,2.1,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQti3DTkWkn1SdkniSLH8XEeigElovZzAJ8LGgXheeig&p=chMOZL_3S4XGJQayF6V1YFyPCDmn4Rm6c6u9sOFbQrK4056Kug1xVbq-axoJawlM0ImbLQyaPp4%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.340496533959456, 48.84638007364508], 'type': 'Point'}, 'properties': {}}","{'lon': 2.340496533959456, 'lat': 48.84638007364508}",48.84638007364508,2.340496533959456
TERRASSE OUVERTE,4 PL DU COLONEL BOURGOIN,75012,LES DEUX PARISIENS,,94807100000000.0,1.0,1.52,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgToakbK1FSD7vxO0hBxD8GnFWCs-lf2sa8hCgWBWKtI2DZh5bLom_t4%3d&p=chMOZL_3S4U6_ClyaDcu1R2XgdJTb1iPVDdVqnrdG4nYh4Ltt-K4QL4mXb94lIANJ7qAJ-dtJZY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3829364698486537, 48.84473918472819], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3829364698486537, 'lat': 48.84473918472819}",48.84473918472819,2.3829364698486537
TERRASSE OUVERTE,208 BOULEVARD RASPAIL,75014,LE GYMNASE,,31677900000000.0,1.9,3.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQti3DTkWkn1JCjFefEzu_43KzCG_k0wqbDXGW7BM-cR-McMLFRFZBw%3d&p=chMOZL_3S4XGJQayF6V1YMsOHtzg3gXzPDILrtzQPvMh9iLlQrqv1mp3e6ht2YG2QvNcM2pJdeU%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.329585418950821, 48.84128512227616], 'type': 'Point'}, 'properties': {}}","{'lon': 2.329585418950821, 'lat': 48.84128512227616}",48.84128512227616,2.329585418950821
TERRASSE FERMÉE,208 BOULEVARD RASPAIL,75014,LE GYMNASE,,31677900000000.0,7.45,3.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQti3DTkWkn1JCjFefEzu_43KzCG_k0wqbDXGW7BM-cR-McMLFRFZBw%3d&p=chMOZL_3S4XGJQayF6V1YMsOHtzg3gXzPDILrtzQPvMh9iLlQrqv1mp3e6ht2YG2QvNcM2pJdeU%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3296125198121365, 48.84123861416263], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3296125198121365, 'lat': 48.84123861416263}",48.84123861416263,2.3296125198121365
TERRASSE FERMÉE,217 AVENUE DAUMESNIL,75012,LE 217,,82050100000000.0,6.05,2.24,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRthbJfPgnh6Dz62e7lC8Yd6ZHVOD578xvwfcAqha_8U&p=chMOZL_3S4WzSj2VHhwG--NtC4KdDfRV4yLfL5-RQmmM5THCALX8CN8uVpkp9DgwaDxTh2zYJvY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3991451457112505, 48.83848161823203], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3991451457112505, 'lat': 48.83848161823203}",48.83848161823203,2.3991451457112505
TERRASSE OUVERTE,74 RUE JULIEN LACROIX,75020,L'ALHAMBRA,,50434200000000.0,3.0,0.7,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgSSJdkLfUHlS3X3MOSW9S7dozZfgEBWeLpFXjS-uBVeuDoTQILjTmsQ%3d&p=chMOZL_3S4XCLyMR07QRALya9G8s5upGde8gfbian4FtwaYcwtz_s8nxAkJGZPICcO2H6J8gXvM%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.382447876349542, 48.87248546133074], 'type': 'Point'}, 'properties': {}}","{'lon': 2.382447876349542, 'lat': 48.87248546133074}",48.87248546133074,2.382447876349542
TERRASSE OUVERTE,1 BOULEVARD DE CHARONNE,75011,CHEZ PROSPER,,40986900000000.0,7.1,0.95,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgevuRxZsN1AkRuK7ER7yGr_EKySBzQRwINvsYaaKaFWInLJtVo6zgHQ%3d&p=chMOZL_3S4WzSj2VHhwG-xmU2zDiTEU7ApddqvklSM3y_0SSCL-2qvxLWHZWoxXT1LKuJ8tKXZQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.398395968482947, 48.84870417990754], 'type': 'Point'}, 'properties': {}}","{'lon': 2.398395968482947, 'lat': 48.84870417990754}",48.84870417990754,2.398395968482947
TERRASSE FERMÉE,7 AVENUE DU TRONE,75011,CHEZ PROSPER,,40986900000000.0,8.8,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgevuRxZsN1AkRuK7ER7yGr_EKySBzQRwINvsYaaKaFWInLJtVo6zgHQ%3d&p=chMOZL_3S4WzSj2VHhwG-xmU2zDiTEU7ApddqvklSM3y_0SSCL-2qvxLWHZWoxXT1LKuJ8tKXZQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.398306822830457, 48.84855317085897], 'type': 'Point'}, 'properties': {}}","{'lon': 2.398306822830457, 'lat': 48.84855317085897}",48.84855317085897,2.398306822830457
TERRASSE OUVERTE,1 RUE ROBERT LINDET,75015,GOTHAM,,75209800000000.0,9.0,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgfM-dxICid2DRz7VZ21fVO2UlhcCQTNO-SGUbHuIlf5XmthMVWfUS8c%3d&p=chMOZL_3S4Vd7FEjAQ0taIEOM1jChuF9GpK8IpCHm1OCK3oz4cmvEcdxHUnQSSgeAeGGwc3mwDo%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2953060914880017, 48.83390034212007], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2953060914880017, 'lat': 48.83390034212007}",48.83390034212007,2.2953060914880017
PLANCHER MOBILE,48 AV DE LA MOTTE PICQUET,75015,LE PIQUET,,80138500000000.0,8.47,3.12,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZxjwC8ND0c8WfFhHvu9cdv581VzPwPoeRKwq-dle5nIyQTrdvU4lQU%3d&p=chMOZL_3S4WBRSVjzjYbubY8UuU5ceim4UIY8ltJxCLh7Oi0wHh3mgNtyFsO5bAvs6garI3uiBE%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.300355366180541, 48.85095162076462], 'type': 'Point'}, 'properties': {}}","{'lon': 2.300355366180541, 'lat': 48.85095162076462}",48.85095162076462,2.300355366180541
TERRASSE FERMÉE,21 RUE PHILIPPE DE GIRARD,75010,LA RAME,,83286900000000.0,4.5,1.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWFm33XACttMBO3fMC5bljuvdQPJOaebjAUeHu9TZxUum98QjL0o9oo%3d&p=chMOZL_3S4U6_ClyaDcu1WnLGkgEHNtK4qKDQ97qw9cltJ4_fHMhDaLZepgTwv2hFAX2eT3myHQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.361584603426727, 48.88282923314474], 'type': 'Point'}, 'properties': {}}","{'lon': 2.361584603426727, 'lat': 48.88282923314474}",48.88282923314474,2.361584603426727
TERRASSE OUVERTE,63 RUE DU FAUBOURG DU TEMPLE,75010,HOTEL DU CENTRE - MAMAIOA,,91295400000000.0,4.0,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWFm33XACttMPdTd-0nWHuapX4KCpQkyn6NGRzY2ts9xAbC1Ou49aDI%3d&p=chMOZL_3S4U6_ClyaDcu1UshnM1X_mOe4Oq6qHN-HgB8bGdCjUInVqxjXwSzQD_3eA0gKuAp7Ng%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3705198799146445, 48.86991216113377], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3705198799146445, 'lat': 48.86991216113377}",48.86991216113377,2.3705198799146445
TERRASSE OUVERTE,101 RUE DU CHEVALERET,75013,CAJOU,,98436700000000.0,2.4,1.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYfPsT8F3JcS-lg4bLAeEG2OIXn-R2EBtj_ZbhCB4juerXFTnyH0sZA%3d&p=chMOZL_3S4WBRSVjzjYbuXZmQUovVAgG_c-5_y4c2-BZj6zrVIdzWoVk7EJRZpbbFgpp44uK3ck%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.374818089423249, 48.83052554849418], 'type': 'Point'}, 'properties': {}}","{'lon': 2.374818089423249, 'lat': 48.83052554849418}",48.83052554849418,2.374818089423249
TERRASSE FERMÉE,115 RUE DES PYRENEES,75020,BOUAZIZ,,33427800000000.0,7.05,1.28,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbZNwEUU-d0bBEBn6sOFW8WS-IS0lVQhMlXhhmUM7b2gJ7tfapmwiF8%3d&p=chMOZL_3S4WBRSVjzjYbueLLwtlwmyA6adNtl-UXZR63N7LZJTgAyLtqufxRwf0b4KLP-ElO_MA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.404728518416205, 48.85632259980713], 'type': 'Point'}, 'properties': {}}","{'lon': 2.404728518416205, 'lat': 48.85632259980713}",48.85632259980713,2.404728518416205
ETALAGE,112 BOULEVARD DE CHARONNE,75020,ABAHMAN,,33476100000000.0,3.0,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgc3TOJqtWvJ67NIMmzvnpOtVD8jcMHOVZcrxZikxuRM-yaXyrYF0ogE%3d&p=chMOZL_3S4WKDQ2J-0IW86aucqjbQMniMm41OWb7QIOoAE0HTUoaDAyJ-w6OlmnjHI6ZFchoUU0%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.39640621464219, 48.854333982110674], 'type': 'Point'}, 'properties': {}}","{'lon': 2.39640621464219, 'lat': 48.854333982110674}",48.854333982110674,2.39640621464219
ETALAGE,33 RUE GAY LUSSAC,75005,COMPAGNIE HANSEATIQUE,,33492500000000.0,4.5,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbZNwEUU-d0buYTzPq2sip3enNNN09esPevY7Q3CqRUCh4q2l4lyJoY%3d&p=chMOZL_3S4WBRSVjzjYbub3pSocEkpGe0lNk33cU3-KzIeQw5MKbqdpfalQ8GvIQzqcXG3Z1FhA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3423282974324517, 48.844013163316156], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3423282974324517, 'lat': 48.844013163316156}",48.844013163316156,2.3423282974324517
TERRASSE OUVERTE,29 RUE DES BLANCS MANTEAUX,75004,LECERF JEAN CLAUDE ROGER,,33759100000000.0,3.2,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgc3TOJqtWvJ6M8CZgVMMvwVo7AmGW2TjC934zkHeGZxHVlQs-RI4WYM%3d&p=chMOZL_3S4WKDQ2J-0IW873bwDH1ZY882l5brd7pMnUEyLqJPTYa4cRb0G2P4xTajdNJniNotpM%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3559857675677565, 48.85934745701439], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3559857675677565, 'lat': 48.85934745701439}",48.85934745701439,2.3559857675677565
TERRASSE OUVERTE,4 PLACE DU MARECHAL JUIN,75017,LES HORTENSIAS,,33958100000000.0,8.5,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYoy4YPG-gz2fcTK_CUZdsg6AemzTBb45pMXYh2QuYBx9ANA_iWgXYg%3d&p=chMOZL_3S4XGJQayF6V1YEuLPWD7b_pCdj23obliedB_oGEY1iqnLjfK6EkK_11pDh4rovlIgUQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.298112294259711, 48.88509415030216], 'type': 'Point'}, 'properties': {}}","{'lon': 2.298112294259711, 'lat': 48.88509415030216}",48.88509415030216,2.298112294259711
TERRASSE OUVERTE,24 RUE LA BOETIE,75008,MARTIN ET CIE,,33993500000000.0,2.75,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXNKlEYflKygt95beCrwPFZFoW4dq6rguSmycCrHQOOxLrpNzP1P2kE%3d&p=chMOZL_3S4UGFsyyUE04CiE_Rb6lDTKoYZZQl2KJmasw3h_fMyiG41U97x3ME-zpiGSNtqXSUSQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.316041835149103, 48.87402634550454], 'type': 'Point'}, 'properties': {}}","{'lon': 2.316041835149103, 'lat': 48.87402634550454}",48.87402634550454,2.316041835149103
TERRASSE OUVERTE,307 RUE DE CHARENTON,75012,FREIXEDELO MANUEL FILIPE,,34197400000000.0,4.5,1.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXNKlEYflKygRtP_N67-ZsuskQ3iDmw9wkqBeT_ofBq6NQFtvRpy6PU%3d&p=chMOZL_3S4UGFsyyUE04Cni-bpgaI_0uy4Jm-uvO9Z_zvLc4O-NnbaDri_Lk_KA0rPvQLlKrCBk%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3946070852455605, 48.83396561541577], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3946070852455605, 'lat': 48.83396561541577}",48.83396561541577,2.3946070852455605
ETALAGE,39 RUE DU CHERCHE MIDI,75006,JC MENARD CHOCOLATERIE,,34213200000000.0,2.8,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXNKlEYflKyg_t45MH1YC8RdKiYFVVwppo1l2anRvsSdPrQ5-lGp0Ag%3d&p=chMOZL_3S4UGFsyyUE04Cmw0H1B8OoH8OW5LatLKClr3Ploz8E7esAcd9R6h1V0adVxJWFIbZFM%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.326282852927784, 48.84939001263717], 'type': 'Point'}, 'properties': {}}","{'lon': 2.326282852927784, 'lat': 48.84939001263717}",48.84939001263717,2.326282852927784
ETALAGE,6 RUE DE LYON,75012,LES MONNAIES DE LYON,,34268200000000.0,4.3,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYoy4YPG-gz2fSSqxGiesaaiwZPDeqKf5JkPdTxsWubUVjg4d5GQmU0%3d&p=chMOZL_3S4XGJQayF6V1YOD7fdd5b4fd7r03Ta6V68hEaloF4JijMx0BwrWIEWkS6_5W2RhaIcs%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.372069163809904, 48.84700220479399], 'type': 'Point'}, 'properties': {}}","{'lon': 2.372069163809904, 'lat': 48.84700220479399}",48.84700220479399,2.372069163809904
